trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0260403	0.04576
-0.004	-0.0084	0.0207	0.0003438298626428829	-0.0001658062789394613	0.00015707963267948963	0.98155856	42.58987045	0.93267751	0.06643578871309169	0.0238215	0.03271
-0.0101	-0.0208	0.0354	0.0006579891280018621	-0.00021467549799530252	0.00011170107212763708	0.90248054	39.15867233	0.89459267	0.053620352248333655	0.0213495	0.02471
-0.0136	-0.0405	0.0394	0.0010803588069844899	-0.0002373647782712288	0.0001361356816555577	0.92431986	40.10628128	0.90249096	0.05067467843932373	0.0195228	0.01758
-0.0055	-0.0497	0.0821	0.0018483036778619948	0.000148352986419518	0.0007888888219014368	1.10954535	48.14322281	1.0166692	0.1503207887907065	0.0151197	0.00804
-0.0018	-0.1194	0.1484	0.0030072023011862297	0.00022165681500327985	0.0014172073526193955	1.17884493	51.15013504	1.06047672	0.2327260491312977	0.0089134	0.00064
-0.0079	-0.1515	0.1813	0.0036163222101322505	1.3962634015954635e-05	0.0013194689145077131	1.02697527	44.5605011	0.95822684	0.11682762640225137	0.00709224	0.00028
-0.0062	-0.1552	0.1929	0.003455751918948773	-8.028514559173915e-05	0.0014695672301792255	1.00150859	43.45550156	0.93787048	0.03724581932313419	0.00635254	0.00025
-0.0242	-0.1791	0.1852	0.0029443704481144336	-0.0009616764178488756	0.0011536626355682519	1.02805281	44.60725784	0.95336964	0.13503386688512245	0.00741649	0.00026
-0.0138	-0.1366	0.1749	0.0033929200658769764	-0.000322885911618951	0.0012636183784438947	1.08082354	46.89698029	0.98752473	0.12306479334340552	0.00821227	0.00098
-0.0157	-0.1212	0.1887	0.0033440508468211352	-0.0003665191429188092	0.0012601277199399059	0.99814731	43.30965805	0.96338952	0.03589965544298442	0.0072372	0.00034
-0.0181	-0.108	0.172	0.002897246558310587	-0.001001818990644745	0.0013421581947836393	1.01625729	44.09545135	0.96538518	0.0905067305540109	0.00971687	0.00151
-0.0208	-0.097	0.1642	0.0032567843842214186	-0.0009704030641088471	0.001298524963483781	1.01609397	44.08836365	0.96268331	0.043229349187329354	0.00917405	0.00056
-0.0268	-0.1162	0.2119	0.0042271874483302664	-0.0007819075048934597	0.001158898623324235	1.01704216	44.12950516	0.94642701	0.13782624817418906	0.00763148	0.00043
-0.0329	-0.2327	0.2184	0.004174827570770436	-0.001361356816555577	0.0010995574287564276	1.11662018	48.45019913	1.01320902	0.16365751918948776	0.00618052	0.00026
-0.0338	-0.1644	0.2265	0.004267330021126135	-0.00102799892942466	0.0012007865253720988	1.05891418	45.94633484	0.96479182	0.10365447170511435	0.00578237	0.00016
-0.0327	-0.2118	0.2391	0.004480260189869444	-0.0006963863715457374	0.0013037609512397642	0.9876532	42.85431671	0.92814298	0.09347585762449481	0.00463259	0.00011
-0.0224	-0.2532	0.2328	0.0044436082755775624	-0.0010716321607245184	0.0014556045961632708	1.03624392	44.96266937	0.95729057	0.08618706741970845	0.00570971	0.00032
0.0106	-0.0826	0.1056	0.0006126105674500097	-0.00023561944901923448	0.0007819075048934597	1.88079953	81.60797882	1.5558375	0.5978353755551323	0.0194433	0.02805
0.0024	-0.0248	0.0455	-0.0017016960206944712	-0.00034906585039886593	5.93411945678072e-05	1.61579084	70.10923767	1.4038808	0.28361596499248826	0.0270605	0.04701
-0.0122	-0.0059	0.1125	-0.0004136430327226561	-0.0005759586531581287	0.00027750735106709843	1.09683287	47.59162903	1.02335555	0.18715559736151843	0.0196281	0.024
-0.0212	-0.07	0.1685	0.0015987215948268059	-0.000726056968829641	0.0006632251157578452	1.18688858	51.49914932	1.08463379	0.25650903539558606	0.0108027	0.00331
-0.0182	-0.0688	0.1634	0.0025499260371637153	-0.0005218534463463045	0.0008918632477691023	1.04469442	45.32933807	0.96710305	0.07850230484157518	0.00957322	0.00095
-0.0331	-0.1406	0.1849	0.0031764992386296795	-0.0006492624817418905	0.0007208209810736582	1.06286609	46.11780548	0.97304003	0.15445122517784973	0.00699693	0.00017
-0.0349	-0.1332	0.2174	0.0035150931135165793	-0.0005410520681182421	0.0008203047484373349	1.00360858	43.54662323	0.91891998	0.06901440279371124	0.00649446	0.00025
-0.0287	-0.1911	0.2101	0.0040229839258469294	-0.0006510078109938849	0.000900589894029074	1.06976211	46.41702652	0.96072211	0.10630658503988658	0.00593066	0.00028
-0.0203	-0.1534	0.167	0.0022654373690886398	-7.67944870877505e-05	0.0005148721293383271	1.2677232	55.00656509	1.10173297	0.22507388226775848	0.0102936	0.00463
-0.0272	-0.0694	0.1379	0.0005427973973702365	-9.075712110370512e-05	5.759586531581287e-05	1.48178387	64.2946701	1.25793661	0.22969394348784364	0.0171704	0.01185
-0.0275	-0.0786	0.2092	0.0023876104167282427	-0.00010821041362364843	0.0005218534463463045	1.23013735	53.37571335	1.09609196	0.19712619464542208	0.0090785	0.00109
-0.0091	-0.1846	0.1886	0.0027331856086231197	6.9813170079773176e-06	0.0007941248096574199	1.17329013	50.90911102	1.05285743	0.18165191429188088	0.00810236	0.0014
-0.0047	-0.1999	0.2165	0.0025394540616517493	0.00013962634015954637	0.0008883725892651138	1.12175584	48.67303467	1.02876495	0.0686312174865317	0.00782716	0.00106
-0.0141	-0.1499	0.2372	0.0024120450262561633	6.283185307179586e-05	0.0006335545184739417	1.03803778	45.04050446	0.97127101	0.1030510796637254	0.00679696	0.00032
-0.0182	-0.1267	0.231	0.00364424747816416	0.00033684854563490564	0.00042935099599060504	1.81954062	78.94995117	1.79015942	0.11902113334772212	0.0128983	0.08504
-0.0264	-0.1425	0.2964	0.005747369226817327	0.0013997540600994523	0.00048345620280242926	1.87386477	81.3070755	1.8491643	0.25040662349647685	0.00734347	0.004
-0.0168	-0.2124	0.2462	0.00518013721991917	0.0016318828506146981	0.0004328416544945937	1.21253705	52.61203766	1.15300527	0.17219876728606193	0.00573093	0.00029
-0.0284	-0.2258	0.2179	0.005311036913818745	0.002165953601724963	0.00037350045992678646	1.01482856	44.0334549	0.96409622	0.08951558197888233	0.00656688	0.00042
-0.0274	-0.2275	0.292	0.006049311187412347	0.0023003439541285265	0.0004014257279586958	1.06227946	46.09235382	0.97554852	0.12182949470145368	0.00637716	0.00034
